"","model_id","location","energy_score","brier_score_point","brier_score_dist","n","interval_coverage_50","interval_coverage_90"
"23","Hub-baseline","MD",0.916026889727645,0.314297158143143,0.326159355682203,1219,0.935270716741959,0.980850920369496
"24","Hub-baseline","ME",0.821796875244062,0.574320737327198,0.584602181350648,3,0.999841412486124,1
"25","Hub-baseline","MI",1.08450377450336,0.322270904469061,0.33040174286063,1583,0.913693767095385,0.97427690158878
"26","Hub-baseline","MN",2.39592150444563,0.350041777410752,0.359844084588941,1720,0.782205382806376,0.928534099817089
"27","Hub-baseline","MO",0.581892603234471,0.365939810762471,0.368975885066101,202,0.993957383653133,0.998038799957596
"28","Hub-baseline","MS",0.654099064534136,0.365158156420472,0.372978759396845,150,0.99538255033557,0.999248322147651
"29","Hub-baseline","MT",0.658313787160686,0.413336190572897,0.417674817836052,123,0.995825186281245,0.998678856418115
"30","Hub-baseline","NC",0.824113240735496,0.373396751006001,0.380921443829965,487,0.975847174058527,0.993855326397761
"31","Hub-baseline","ND",0.46026954169557,0.320799544844563,0.326307633937611,212,0.995330078539588,0.999150923370834
"32","Hub-baseline","NE",0.35418914316182,0.235990408609609,0.263959312835537,14,0.999735938737787,1
"33","Hub-baseline","NH",0.625522621399507,0.338250799095462,0.346030380593105,238,0.993793103448276,0.998249336870026
"34","Hub-baseline","NJ",1.73850973667794,0.323227233130741,0.333348075111827,1542,0.852487831260141,0.955448891292591
"35","Hub-baseline","NM",1.13690004934192,0.333040187056447,0.339041763710407,1659,0.920422012511929,0.972007210264023
"36","Hub-baseline","NV",0.687436043584427,0.3099842657929,0.325166655963457,97,0.997459184776733,0.999135041626122
"37","Hub-baseline","NY",3.16106984097366,0.348771671605187,0.359343750550551,1284,0.779854038014275,0.920202101211003
"38","Hub-baseline","OH",0.626482465707767,0.343455096882104,0.350493086201494,407,0.987967173117445,0.997116557613397
"39","Hub-baseline","OK",0.537616682397919,0.318209797687158,0.321413366419892,281,0.99290439607341,0.998879641485275
"40","Hub-baseline","OR",0.909201970406459,0.340383778556634,0.350209209251611,1417,0.935259527309736,0.977665950469298
"41","Hub-baseline","PA",1.36462475939026,0.340997722150296,0.34783282752382,722,0.943807929969104,0.983586508753862
"42","Hub-baseline","PR",1.12700097539168,0.323851072619135,0.335530533161924,1328,0.918732125834128,0.976525262154433
"43","Hub-baseline","RI",0.709522885659234,0.330988401589671,0.337491690849351,451,0.986135365401916,0.997248240461449
"44","Hub-baseline","SC",0.721300903027675,0.306415055205875,0.310692798436004,486,0.984908475354335,0.995868479944913
"45","Hub-baseline","SD",0.833018166032257,0.354263047559162,0.35874256545292,877,0.964156922740684,0.991312424871599
"46","Hub-baseline","TN",0.904086304173794,0.375871391151951,0.382558978672979,483,0.976233802040254,0.993713813068652
"47","Hub-baseline","TX",0.712487298997164,0.343727676721903,0.348745900865271,728,0.974913542295658,0.99258933962782
"48","Hub-baseline","UT",1.05866158185768,0.308307180622111,0.316975842227189,917,0.963907499459693,0.988599524529933
"49","Hub-baseline","VA",1.29903867711105,0.375397334540978,0.383410539504843,1140,0.914329423763386,0.969658337582866
"50","Hub-baseline","VT",0.758125497193724,0.35689497749051,0.367118361930783,932,0.963427139113592,0.99077133416885
"51","Hub-baseline","WA",1.1795296353809,0.385954410900906,0.3960829545106,767,0.951001842468908,0.979675264854906
"52","Hub-baseline","WI",0.70056488848384,0.34090782678736,0.352831342952317,291,0.990918372830351,0.997098178300822
"53","Hub-baseline","WV",0.642826699130339,0.411619861392831,0.418883473189528,83,0.996953872932985,0.99918407310705
"54","Hub-baseline","WY",0.0380443105181631,0.0289512656059695,0.0282152213820972,2,1,1
"55","Hub-ensemble","AK",0.793550837284204,0.38718701578062,0.452442580148573,135,0.981658486179282,0.991991733402222
"56","Hub-ensemble","AL",0.0443581348497539,0.0307354109335375,0.0611392628330175,10,1,1
"57","Hub-ensemble","AR",0.031749534239535,0.0223952510931107,0.0389996079761615,10,1,1
"58","Hub-ensemble","AZ",1.09505882624743,0.275825385906776,0.30633363796233,409,0.926269657128126,0.986594483114205
"59","Hub-ensemble","CA",5.70610899998669,0.281711366565295,0.307089539465179,435,0.800352837400764,0.95824757424287
"60","Hub-ensemble","CO",1.71380065176798,0.222339614106304,0.241407230695692,431,0.858030168589175,0.974859509021
"61","Hub-ensemble","CT",0.605579262818679,0.195426567497641,0.218706527616105,425,0.974049803407602,0.995281782437746
"62","Hub-ensemble","DC",0.311145102484505,0.158823900578867,0.192178137812971,83,0.996915959907479,0.998200976612696
"63","Hub-ensemble","DE",NA,NA,NA,0,1,1
"64","Hub-ensemble","FL",0.598918113838195,0.225074509874927,0.250675438748587,220,0.965048025613661,0.993863393810032
"65","Hub-ensemble","GA",0.900030450384071,0.54235532795851,0.579194169610366,73,0.996395468589083,1
"66","Hub-ensemble","HI",NA,NA,NA,0,1,1
"67","Hub-ensemble","IA",0.282134662535189,0.144337224034689,0.173991637689476,81,0.998719918074757,1
"68","Hub-ensemble","ID",NA,NA,NA,0,1,1
"69","Hub-ensemble","IL",0.717486091916094,0.201446051898529,0.223125749780126,408,0.944719231888275,0.992435263311027
"70","Hub-ensemble","IN",NA,NA,NA,0,1,1
"71","Hub-ensemble","KS",0.634487668407171,0.44836152403819,0.476723677569225,27,0.992809450436569,0.998459167950693
"72","Hub-ensemble","KY",0.0386193382389311,0.0274839406955301,0.0519636447408594,5,1,1
"73","Hub-ensemble","LA",0.772217413486274,0.450970777355001,0.473975926274083,37,0.995647721454173,0.999743983614951
"74","Hub-ensemble","MA",0.180389800565862,0.127786216405174,0.155039639474094,39,0.998453608247423,0.998969072164948
"75","Hub-ensemble","MD",0.645968742519249,0.179317294680153,0.197437942852845,390,0.939872456726389,0.986334649255998
"76","Hub-ensemble","ME",NA,NA,NA,0,1,1
"77","Hub-ensemble","MI",0.719988876351829,0.305863767291781,0.326137325681545,307,0.950505588078765,0.987227248536456
"78","Hub-ensemble","MN",1.38004172453986,0.253522400708599,0.272249205576804,422,0.888009381413075,0.982116681325125
"79","Hub-ensemble","MO",0.150942862929552,0.107171815266677,0.134364920138827,20,0.999487967229903,1
"80","Hub-ensemble","MS",1.02882774186119,0.727452030977055,0.759133676042217,10,0.995632065775951,0.998715313463515
"81","Hub-ensemble","MT",0.869440664894099,0.61493399141911,0.717894675522728,1,0.999743983614951,0.999743983614951
"82","Hub-ensemble","NC",0.298832513801497,0.182752885420472,0.220646584833085,29,0.999743062692703,1
"83","Hub-ensemble","ND",0.302707614867158,0.192813316235715,0.224336795715308,58,0.993801652892562,1
"84","Hub-ensemble","NE",0.0419583480843295,0.0295452940054196,0.0631206751801511,8,1,1
"85","Hub-ensemble","NH",NA,NA,NA,0,1,1
"86","Hub-ensemble","NJ",0.706417955076771,0.163723312003717,0.180527663351145,425,0.93953488372093,0.984952120383037
"87","Hub-ensemble","NM",0.622380474044377,0.238390983265879,0.263501877349462,263,0.999743523980508,1
"88","Hub-ensemble","NV",NA,NA,NA,0,1,1
"89","Hub-ensemble","NY",0.919484408338628,0.194176014261004,0.215534029866497,261,0.942643391521197,0.976932668329177
"90","Hub-ensemble","OH",0.131237906925962,0.0930549826255552,0.139263233832221,10,0.99974358974359,1
"91","Hub-ensemble","OK",0.483514620344811,0.295850087627356,0.328061654985069,23,0.996921498204207,1
"92","Hub-ensemble","OR",1.02340040641813,0.29765200764792,0.336329613449248,398,0.918263473053892,0.976347305389222
"93","Hub-ensemble","PA",0.298167920986664,0.160381562650889,0.189310154612686,49,0.997156888084776,0.998707676402171
"94","Hub-ensemble","PR",1.32974548383809,0.291073874627029,0.310287366943644,347,0.885954381752701,0.969987995198079
"95","Hub-ensemble","RI",0.466712826598459,0.267903097105692,0.299106208237516,64,0.996915167095116,0.999228791773779
"96","Hub-ensemble","SC",0.528779081219492,0.327632347177526,0.346972027737883,74,0.998719918074757,0.999487967229903
"97","Hub-ensemble","SD",0.530909687634555,0.326921736023251,0.355977290324069,104,0.997183819764465,0.998719918074757
"98","Hub-ensemble","TN",0.294540800583386,0.178403149370228,0.196763198540569,23,1,1
"99","Hub-ensemble","TX",0.391945879153854,0.219872296171191,0.243022148309885,52,0.999487967229903,1
"100","Hub-ensemble","UT",0.819273820739457,0.165375495292491,0.193983611535171,274,0.994251371831722,0.997648288476614
"101","Hub-ensemble","VA",0.893296163856864,0.289807893501498,0.307087515121283,235,0.955047106325707,0.985733512786003
"102","Hub-ensemble","VT",0.525170812761328,0.244018531012188,0.264625557989075,191,0.979602791196994,0.996242619431025
"103","Hub-ensemble","WA",0.953755388289073,0.287045138839648,0.324306120430276,234,0.96020435600968,0.985748857219683
"104","Hub-ensemble","WI",0.25615196118634,0.094995269914876,0.12755974678623,30,0.998703655690952,0.999481462276381
"105","Hub-ensemble","WV",NA,NA,NA,0,1,1
"106","Hub-ensemble","WY",0.0137821687438123,0.0097600902152138,0.0185261267350298,2,1,1
"107","LANL-CovTransformer","AK",NA,0.5,NA,4,NA,NA
"108","LANL-CovTransformer","AL",NA,0.543943413914097,NA,30,NA,NA
"109","LANL-CovTransformer","AR",NA,0.5,NA,3,NA,NA
"110","LANL-CovTransformer","AZ",NA,0.476565031732331,NA,1313,NA,NA
"111","LANL-CovTransformer","CA",NA,0.400247955131839,NA,1777,NA,NA
"112","LANL-CovTransformer","CO",NA,0.428961990247561,NA,1348,NA,NA
"113","LANL-CovTransformer","CT",NA,0.476234712101389,NA,1668,NA,NA
"114","LANL-CovTransformer","DC",NA,0.694690723259302,NA,385,NA,NA
"115","LANL-CovTransformer","DE",NA,0.42197553207742,NA,619,NA,NA
"116","LANL-CovTransformer","FL",NA,0.491535342920249,NA,696,NA,NA
"117","LANL-CovTransformer","GA",NA,0.58853592814162,NA,343,NA,NA
"118","LANL-CovTransformer","HI",NA,NA,NA,0,NA,NA
"119","LANL-CovTransformer","IA",NA,0.431721460978077,NA,542,NA,NA
"120","LANL-CovTransformer","ID",NA,NA,NA,0,NA,NA
"121","LANL-CovTransformer","IL",NA,0.40292569690234,NA,1524,NA,NA
"122","LANL-CovTransformer","IN",NA,0.649987302148759,NA,81,NA,NA
"123","LANL-CovTransformer","KS",NA,0.5,NA,2,NA,NA
"124","LANL-CovTransformer","KY",NA,0.395541159722753,NA,15,NA,NA
"125","LANL-CovTransformer","LA",NA,0.422856446261121,NA,737,NA,NA
"126","LANL-CovTransformer","MA",NA,0.413233110475374,NA,634,NA,NA
"127","LANL-CovTransformer","MD",NA,0.391131287581482,NA,1171,NA,NA
"128","LANL-CovTransformer","ME",NA,NA,NA,0,NA,NA
"129","LANL-CovTransformer","MI",NA,0.439104107113576,NA,1518,NA,NA
"130","LANL-CovTransformer","MN",NA,0.415854260252888,NA,1659,NA,NA
"131","LANL-CovTransformer","MO",NA,0.5,NA,17,NA,NA
"132","LANL-CovTransformer","MS",NA,0.700509350335598,NA,12,NA,NA
"133","LANL-CovTransformer","MT",NA,1,NA,14,NA,NA
"134","LANL-CovTransformer","NC",NA,0.505768508202955,NA,430,NA,NA
"135","LANL-CovTransformer","ND",NA,0.514807473302481,NA,88,NA,NA
"136","LANL-CovTransformer","NE",NA,NA,NA,0,NA,NA
"137","LANL-CovTransformer","NH",NA,0.536585365853659,NA,41,NA,NA
"138","LANL-CovTransformer","NJ",NA,0.425184126688615,NA,1490,NA,NA
"139","LANL-CovTransformer","NM",NA,0.499123689089987,NA,1578,NA,NA
"140","LANL-CovTransformer","NV",NA,0.706728289969733,NA,69,NA,NA
"141","LANL-CovTransformer","NY",NA,0.394436687714963,NA,1238,NA,NA
"142","LANL-CovTransformer","OH",NA,0.5839177647963,NA,364,NA,NA
"143","LANL-CovTransformer","OK",NA,0.530842440467861,NA,153,NA,NA
"144","LANL-CovTransformer","OR",NA,0.526442817975535,NA,1363,NA,NA
"145","LANL-CovTransformer","PA",NA,0.442526815950322,NA,662,NA,NA
"146","LANL-CovTransformer","PR",NA,0.445098028728032,NA,1260,NA,NA
"147","LANL-CovTransformer","RI",NA,0.645914750876711,NA,203,NA,NA
"148","LANL-CovTransformer","SC",NA,0.54129953279364,NA,441,NA,NA
"149","LANL-CovTransformer","SD",NA,0.492415988603978,NA,736,NA,NA
"150","LANL-CovTransformer","TN",NA,0.515689220283392,NA,431,NA,NA
"151","LANL-CovTransformer","TX",NA,0.497411491383029,NA,680,NA,NA
"152","LANL-CovTransformer","UT",NA,0.520571679866087,NA,656,NA,NA
"153","LANL-CovTransformer","VA",NA,0.489981496759807,NA,1093,NA,NA
"154","LANL-CovTransformer","VT",NA,0.498915285094436,NA,872,NA,NA
"155","LANL-CovTransformer","WA",NA,0.547815448370576,NA,633,NA,NA
"156","LANL-CovTransformer","WI",NA,0.586538461538462,NA,26,NA,NA
"157","LANL-CovTransformer","WV",NA,0.53125,NA,16,NA,NA
"158","LANL-CovTransformer","WY",NA,NA,NA,0,NA,NA
"159","UGA-multicast","AK",0.967260596775483,0.536499439473121,0.557465420813917,211,0.988868582821067,0.992025253364346
"160","UGA-multicast","AL",0.672373212032578,0.415784787523049,0.441974712005332,144,0.994435296121742,0.997331213446142
"161","UGA-multicast","AR",0.525535905195165,0.371428672289381,0.390360787857724,68,0.997665239868809,0.998832619934404
"162","UGA-multicast","AZ",1.04392743965195,0.334939502601851,0.341617331699572,1285,0.917840999734113,0.969954799255517
"163","UGA-multicast","CA",6.79079159495994,0.383167743132036,0.386629526931903,1752,0.64769858224898,0.825597203340454
"164","UGA-multicast","CO",2.34218730749639,0.331179657175528,0.339565402490224,1465,0.853840966219116,0.946232603764331
"165","UGA-multicast","CT",0.880253400317342,0.312801900449447,0.32529758012647,1646,0.933828494260635,0.974735539050191
"166","UGA-multicast","DC",0.690757777128741,0.358642020193052,0.373831742007968,475,0.983402254574293,0.991729451084801
"167","UGA-multicast","DE",1.2205200863308,0.368832225239268,0.370959821890191,587,0.952952441749122,0.979253112033195
"168","UGA-multicast","FL",0.825639087920616,0.347731153376642,0.354994495871173,678,0.963714637146372,0.984071340713407
"169","UGA-multicast","GA",0.772510143843377,0.417329307158052,0.428627617661472,386,0.986211611873967,0.996581391373711
"170","UGA-multicast","HI",NA,NA,NA,0,1,1
"171","UGA-multicast","IA",0.955418500405544,0.323206362776622,0.3249440457746,582,0.961881868131868,0.981318681318681
"172","UGA-multicast","ID",0.0384051306200272,0.0277170533471963,0.0280478969664899,6,1,1
"173","UGA-multicast","IL",1.25402171968142,0.300047703059295,0.302985865565339,1494,0.87180746561886,0.957900645523435
"174","UGA-multicast","IN",0.573163226108029,0.355804123661187,0.375427783954613,122,0.996428365689268,0.998444610864681
"175","UGA-multicast","KS",0.621220888984063,0.440022350216598,0.442763642813135,40,0.997952633908809,0.999003984063745
"176","UGA-multicast","KY",0.514891644498307,0.347248061747906,0.35819919304824,19,0.999553994536433,0.999776997268217
"177","UGA-multicast","LA",1.09508321308487,0.354522650424308,0.358245191913392,739,0.953520451001559,0.978769341489744
"178","UGA-multicast","MA",0.817275091750188,0.354683148024225,0.359616731978534,636,0.967551622418879,0.984267453294002
"179","UGA-multicast","MD",0.903031058394928,0.315027890544303,0.317793832270323,1148,0.929897051614259,0.970936340079838
"180","UGA-multicast","ME",0.839836677748071,0.591332190046859,0.591674407543351,3,0.99983404325939,1
"181","UGA-multicast","MI",1.02187935121099,0.315364484921258,0.319314110782247,1489,0.911133933425965,0.965504742342778
"182","UGA-multicast","MN",2.26728507512661,0.341938498894359,0.344129973726102,1630,0.793881713120326,0.921481985044188
"183","UGA-multicast","MO",0.699420996314994,0.438234495821517,0.462747490940318,180,0.993123336291038,0.996284383318545
"184","UGA-multicast","MS",1.12835926533657,0.542812186703957,0.545841827351219,149,0.988103922338814,0.993041916839684
"185","UGA-multicast","MT",0.851041884614864,0.487510695316798,0.498516738572652,123,0.993806337444008,0.995078250290328
"186","UGA-multicast","NC",0.83541860499917,0.38463351798475,0.389343714114113,435,0.977863512744292,0.990386439820378
"187","UGA-multicast","ND",0.54603853614055,0.377772213202539,0.396844582891155,197,0.994334592312819,0.996667407242835
"188","UGA-multicast","NE",0.344931115313797,0.244655991088188,0.244854840817998,14,0.999723680574744,0.999889472229898
"189","UGA-multicast","NH",0.745747801050173,0.411209652899648,0.422926581447886,220,0.988462391834923,0.996006212558243
"190","UGA-multicast","NJ",1.9935115842654,0.325277126134865,0.328805476496152,1460,0.823665730337079,0.917837078651685
"191","UGA-multicast","NM",1.05621012531667,0.333798600450255,0.340140447844211,1536,0.919733924611973,0.971840354767184
"192","UGA-multicast","NV",0.661957947331445,0.3276493172364,0.347262643829822,80,0.998095878136201,0.998879928315412
"193","UGA-multicast","NY",3.4826770417186,0.3477251284152,0.349880461096851,1209,0.754451968898922,0.877769417272803
"194","UGA-multicast","OH",0.616048105530562,0.346705265505053,0.358867339289021,359,0.988631117266851,0.995556325023084
"195","UGA-multicast","OK",1.19180800504756,0.529891592677562,0.537707232652395,212,0.986022942421205,0.989586813676356
"196","UGA-multicast","OR",0.847772288305388,0.337112230609263,0.346134548749967,1334,0.939992919518527,0.971383054047675
"197","UGA-multicast","PA",1.42665377787314,0.34715506308349,0.349209832237093,652,0.93699946609717,0.975173518419648
"198","UGA-multicast","PR",0.995033640029386,0.308401754612721,0.312934917967954,1226,0.928965517241379,0.975109717868339
"199","UGA-multicast","RI",0.781418115729316,0.364333768475283,0.377225112993135,368,0.982444481364568,0.991637592069557
"200","UGA-multicast","SC",0.783870927527141,0.327179006916247,0.336729443346289,458,0.983968415385536,0.992642220494108
"201","UGA-multicast","SD",0.988719461116524,0.391690306247725,0.396751067992329,804,0.954195011337868,0.98140589569161
"202","UGA-multicast","TN",0.918540763829838,0.375343909011979,0.388003308161366,419,0.97936718344764,0.991643132960636
"203","UGA-multicast","TX",0.752850142636207,0.350826496607449,0.356751160277952,663,0.972795336343373,0.989255300908727
"204","UGA-multicast","UT",1.24950131523309,0.3188327625204,0.324658916223293,853,0.952116821371972,0.976398007697532
"205","UGA-multicast","VA",1.29068523214417,0.374928944494501,0.38062723382908,1075,0.914645399419984,0.965462694437121
"206","UGA-multicast","VT",0.707935642813614,0.341542797858345,0.352295967085654,848,0.968050735910016,0.988033983486897
"207","UGA-multicast","WA",1.18599041394188,0.395204040027171,0.401691832156261,703,0.950011958861516,0.976799808658216
"208","UGA-multicast","WI",0.752169660368147,0.371775942199453,0.398731778486243,287,0.988647220817175,0.995110436688585
"209","UGA-multicast","WV",0.70978627561895,0.42529437077218,0.444507940855383,78,0.997389033942559,0.998183675786128
"210","UGA-multicast","WY",0.0013344802043353,0.000924689819401634,0.000952197821554875,2,1,1
"211","UMass-HMLR","AK",0.685726330913011,0.361628232407276,0.405366112860062,182,0.994646131279795,0.997579757975798
"212","UMass-HMLR","AL",0.597227913118477,0.371323991935192,0.396163583402257,154,0.995165408224238,0.998913574881851
"213","UMass-HMLR","AR",0.467578302662836,0.311086513669996,0.346166307135209,53,0.99868733591699,0.999499937492187
"214","UMass-HMLR","AZ",1.01585859680702,0.331908656903056,0.344592832149505,1372,0.92389357892044,0.977743668457406
"215","UMass-HMLR","CA",5.4211922849202,0.362483233974084,0.369533128812876,1834,0.694977797235599,0.885296141097004
"216","UMass-HMLR","CO",1.95439527137992,0.310952164664609,0.322633635827031,1427,0.870735755117094,0.970496035404757
"217","UMass-HMLR","CT",0.801653800489871,0.305203709659499,0.325381640578695,1711,0.93699428201532,0.984734059769123
"218","UMass-HMLR","DC",0.597741043625717,0.320053630406131,0.34774141010509,522,0.986717267552182,0.995988072648414
"219","UMass-HMLR","DE",1.10594256348113,0.343893920139717,0.35179866441189,670,0.953990552726827,0.989877921599902
"220","UMass-HMLR","FL",0.786772229869559,0.337594318836253,0.353653369212796,731,0.96508875739645,0.990591715976331
"221","UMass-HMLR","GA",0.708925675173411,0.375488841010388,0.402924916116099,424,0.987954433967406,0.997983321523955
"222","UMass-HMLR","HI",NA,NA,NA,0,1,1
"223","UMass-HMLR","IA",0.893240543358316,0.311581829647571,0.323927926880126,634,0.962014369345397,0.991218733368813
"224","UMass-HMLR","ID",0.0966863045385406,0.0802465989482226,0.103801864375746,6,1,1
"225","UMass-HMLR","IL",1.24681344508961,0.298632650200265,0.306925801452969,1581,0.876567345287852,0.964473506808683
"226","UMass-HMLR","IN",0.555028364831357,0.34809566509824,0.366305559214822,137,0.996474023469781,0.999118505867445
"227","UMass-HMLR","KS",0.618550482290271,0.444947663103645,0.480079884928246,33,0.998187510298237,0.999258526940188
"228","UMass-HMLR","KY",0.345200383202995,0.229695357003174,0.250101181612709,26,0.999626051729511,0.999875350576504
"229","UMass-HMLR","LA",1.08402920093008,0.362835248423054,0.377942049573923,823,0.94969564718043,0.987481336855404
"230","UMass-HMLR","MA",0.789243486372787,0.348827832535312,0.362661423238855,694,0.967137809187279,0.991166077738516
"231","UMass-HMLR","MD",0.869668667375527,0.306861161952444,0.316800665707749,1219,0.932236531589239,0.982671431461129
"232","UMass-HMLR","ME",NA,NA,NA,0,1,1
"233","UMass-HMLR","MI",1.00913768342887,0.312490244571678,0.323310004854631,1583,0.910143746726416,0.974335098644009
"234","UMass-HMLR","MN",2.24394045959893,0.331126351887446,0.339825821911408,1720,0.805918474000523,0.944146851319571
"235","UMass-HMLR","MO",0.538183437587466,0.344611844520384,0.377776375448016,156,0.995587257450281,0.998307441213806
"236","UMass-HMLR","MS",0.553989436642934,0.376732932036313,0.395338942227525,57,0.998156002212797,0.999323867478026
"237","UMass-HMLR","MT",0.612636455208929,0.390306998735733,0.435007082080039,82,0.996583902682886,0.998750208298617
"238","UMass-HMLR","NC",0.844243485214863,0.38218502768036,0.397315171899044,487,0.974204538541096,0.994281194865243
"239","UMass-HMLR","ND",0.409022901006867,0.283348772926852,0.312965957288991,188,0.995683890577508,0.999148936170213
"240","UMass-HMLR","NE",0.0409811795444552,0.0133169330862441,0.0536397468300547,8,1,1
"241","UMass-HMLR","NH",0.639066979707879,0.345635345028061,0.363784749854395,210,0.993651153562723,0.998866277421915
"242","UMass-HMLR","NJ",1.71322042278367,0.319360371479182,0.32593513700584,1542,0.850594916170903,0.954840454299621
"243","UMass-HMLR","NM",1.19478296933861,0.341040783415597,0.356271903832391,1619,0.911047423349375,0.973287189747472
"244","UMass-HMLR","NV",0.715538407422722,0.322805420173397,0.35248410793238,72,0.997225501770956,0.999291617473436
"245","UMass-HMLR","NY",3.11083967495963,0.335788624159101,0.340531139133583,1284,0.783061993744486,0.917154543267303
"246","UMass-HMLR","OH",0.640006566682291,0.35500869523847,0.371318496602927,407,0.98768991904181,0.996007541310857
"247","UMass-HMLR","OK",0.522785685584265,0.303335666530295,0.338365874650968,240,0.99253112033195,0.999308437067773
"248","UMass-HMLR","OR",0.819163374364308,0.326431401182651,0.344610508491622,1391,0.944771128790499,0.983569699066067
"249","UMass-HMLR","PA",1.31975965571842,0.339808394604817,0.349446097997722,722,0.942391864057673,0.985131307929969
"250","UMass-HMLR","PR",1.00503550818607,0.303857004106497,0.316491606491557,1231,0.921469075563761,0.979097982328894
"251","UMass-HMLR","RI",0.670031091343049,0.315872812021903,0.340931491629836,361,0.98470152196199,0.995347370081224
"252","UMass-HMLR","SC",0.735330220808943,0.314478359265564,0.327407602274645,486,0.984908475354335,0.994720835485167
"253","UMass-HMLR","SD",0.796699241464375,0.349602915262201,0.366802905006504,841,0.967285538530366,0.993680796331507
"254","UMass-HMLR","TN",0.866590063154101,0.361384145866784,0.380457311819457,483,0.977446925834023,0.995147504824924
"255","UMass-HMLR","TX",0.691818137926786,0.339419413539002,0.358407087705413,728,0.974309710709777,0.994565515727068
"256","UMass-HMLR","UT",1.02492269102713,0.309210809226798,0.334602783709223,786,0.966960093896714,0.988791079812207
"257","UMass-HMLR","VA",1.27269286955612,0.36889442160378,0.380708921157444,1140,0.914456909739929,0.973355430902601
"258","UMass-HMLR","VT",0.703696861954769,0.338757554394336,0.354912888486487,917,0.966554796898507,0.99108899432936
"259","UMass-HMLR","WA",1.18254204945604,0.393691942009061,0.403812081813701,767,0.952095808383233,0.977832795946568
"260","UMass-HMLR","WI",0.733367791764541,0.363206591319925,0.380441099837279,291,0.992046859046698,0.99779676500618
"261","UMass-HMLR","WV",0.648824602068396,0.402527578219502,0.434830965889645,83,0.997443429068755,0.99902088772846
"262","UMass-HMLR","WY",0.0194704750975341,0.00888002519891136,0.0255567523658161,2,1,1
"263","blab-gisaid_hier_mlr","AZ",0.819757677832454,0.128414812752634,0.130167834873693,75,0.965201465201465,0.992673992673993
"264","blab-gisaid_hier_mlr","CA",5.54782428917322,0.284824797611086,0.285998711410622,425,0.744081510338627,0.900509439616422
"265","blab-gisaid_hier_mlr","CO",1.685389666976,0.2331850053341,0.237426559675259,439,0.83862660944206,0.95307582260372
"266","blab-gisaid_hier_mlr","CT",0.645190409964068,0.250379097987169,0.26558738046937,162,0.973608720596672,0.992541594951234
"267","blab-gisaid_hier_mlr","HI",NA,NA,NA,0,1,1
"268","blab-gisaid_hier_mlr","IL",0.705208283914387,0.20863601296946,0.215251243943757,389,0.941467676179383,0.988642981945253
"269","blab-gisaid_hier_mlr","MA",0.187058243179581,0.132290074360242,0.139576862658762,31,0.997817955112219,0.999064837905237
"270","blab-gisaid_hier_mlr","MD",0.523620106418768,0.104695035130572,0.106327315699959,262,0.962904911180773,0.99791013584117
"271","blab-gisaid_hier_mlr","MI",0.812108291508161,0.372668950608552,0.401409571913313,42,0.948809523809524,0.988095238095238
