"","model_id","energy_score","brier_score_point","brier_score_dist","n","interval_coverage_50","interval_coverage_90","target_date"
"49","UMass-HMLR",1.08581601041376,0.269941945142908,0.303187368197946,45,0.936997319034853,0.990616621983914,2024-09-28
"50","Hub-baseline",1.23006872437235,0.35446635570814,0.354769050312151,39,0.959719789842382,0.989492119089317,2024-09-29
"51","LANL-CovTransformer",NA,0.461387606491933,NA,6,NA,NA,2024-09-29
"52","UGA-multicast",1.062414687667,0.298403590239291,0.306597046727107,2,0.992647058823529,1,2024-09-29
"53","UMass-HMLR",1.25468374182137,0.346352923915575,0.376055453568699,39,0.951345755693582,0.995859213250518,2024-09-29
"54","Hub-baseline",1.59512638733207,0.32072429174222,0.320204977352654,86,0.908123791102515,0.96615087040619,2024-09-30
"55","LANL-CovTransformer",NA,0.475346803436093,NA,29,NA,NA,2024-09-30
"56","UGA-multicast",0.954235763303797,0.353955775672303,0.359202221957642,13,0.943965517241379,0.995689655172414,2024-09-30
"57","UMass-HMLR",1.42878597147746,0.304857069522593,0.338966057724713,85,0.916083916083916,0.981351981351981,2024-09-30
"58","Hub-baseline",1.41083280171224,0.284336509947979,0.283139200449533,73,0.925996204933586,0.96584440227704,2024-10-01
"59","LANL-CovTransformer",NA,0.472505706574918,NA,22,NA,NA,2024-10-01
"60","UGA-multicast",0.499808198752399,0.222004924696663,0.225952501692397,10,0.9875,1,2024-10-01
"61","UMass-HMLR",1.01664493150355,0.259033641424673,0.291770540737337,72,0.944191343963554,0.989749430523918,2024-10-01
"62","Hub-baseline",1.50670240691596,0.312105551678432,0.311523078461643,70,0.926315789473684,0.973684210526316,2024-10-02
"63","LANL-CovTransformer",NA,0.476008184889484,NA,24,NA,NA,2024-10-02
"64","UGA-multicast",0.847230959125474,0.299275887267094,0.30323986640821,11,0.960714285714286,0.992857142857143,2024-10-02
"65","UMass-HMLR",1.14942752497978,0.293161874676351,0.322790950900649,69,0.939834024896266,0.988589211618257,2024-10-02
"66","Hub-baseline",1.28961212158498,0.315869329563437,0.315787807815602,64,0.947602131438721,0.982238010657194,2024-10-03
"67","LANL-CovTransformer",NA,0.456135306208478,NA,21,NA,NA,2024-10-03
"68","UGA-multicast",0.480341318752947,0.233801523455726,0.238018674644035,8,0.984848484848485,1,2024-10-03
"69","UMass-HMLR",1.16442725543867,0.294958187608361,0.322774647929745,63,0.942675159235669,0.992569002123142,2024-10-03
"70","Hub-baseline",0.925742493602738,0.299707330927736,0.299676317410695,58,0.96584938704028,0.987740805604203,2024-10-04
"71","LANL-CovTransformer",NA,0.473790981846921,NA,19,NA,NA,2024-10-04
"72","UGA-multicast",0.425343515293758,0.200085643696591,0.205529076268214,7,0.985294117647059,1,2024-10-04
"73","UMass-HMLR",0.885001649330655,0.279370447969932,0.313031025916648,57,0.95929018789144,0.996868475991649,2024-10-04
"74","Hub-baseline",1.14706847526163,0.316523639413159,0.316465755433965,67,0.953030303030303,0.978787878787879,2024-10-05
"75","LANL-CovTransformer",NA,0.460536214273187,NA,25,NA,NA,2024-10-05
"76","UGA-multicast",0.56351895983531,0.247502654359264,0.249904077701758,9,0.9875,0.996875,2024-10-05
"77","UMass-HMLR",1.10886654986059,0.303907808902214,0.324839460325746,67,0.946302816901408,0.987676056338028,2024-10-05
"78","Hub-baseline",1.38173976795985,0.280911663704048,0.279831607311789,61,0.959756097560976,0.986585365853659,2024-10-06
"79","LANL-CovTransformer",NA,0.464680803389003,NA,25,NA,NA,2024-10-06
"80","UGA-multicast",0.7115569059243,0.295939151703346,0.3001894856829,11,0.982594936708861,0.996835443037975,2024-10-06
"81","UMass-HMLR",1.2722319702749,0.250987715721577,0.269215149948461,59,0.965909090909091,0.990767045454545,2024-10-06
"82","Hub-baseline",1.33588444264217,0.269689786132652,0.268496834222231,106,0.932692307692308,0.975,2024-10-07
"83","LANL-CovTransformer",NA,0.45958577070586,NA,48,NA,NA,2024-10-07
"84","UGA-multicast",0.739182492273513,0.215895561062138,0.219711501356191,21,0.977611940298508,0.992537313432836,2024-10-07
"85","UMass-HMLR",1.15081851450373,0.244333501919017,0.263004451853816,104,0.946536144578313,0.987198795180723,2024-10-07
"86","Hub-baseline",1.59459402030385,0.331869958836475,0.331481426782779,107,0.920157068062827,0.967277486910995,2024-10-08
"87","LANL-CovTransformer",NA,0.457303184364352,NA,47,NA,NA,2024-10-08
"88","UGA-multicast",0.811749475497406,0.339019615252001,0.342891679414961,19,0.98015873015873,0.994047619047619,2024-10-08
"89","UMass-HMLR",1.39352035596939,0.310796258502408,0.329873868393261,105,0.929783950617284,0.98070987654321,2024-10-08
"90","Hub-baseline",1.22725086477746,0.269003086984027,0.26767704449723,119,0.941709844559586,0.973445595854922,2024-10-09
"91","LANL-CovTransformer",NA,0.458623332700808,NA,55,NA,NA,2024-10-09
"92","UGA-multicast",0.716172333038068,0.235645364310701,0.239420085191426,25,0.971153846153846,0.994230769230769,2024-10-09
"93","UMass-HMLR",1.17152527391625,0.245392236082539,0.267012612509299,117,0.934451219512195,0.982469512195122,2024-10-09
"94","Hub-baseline",1.48582201576681,0.326428139478169,0.32646992798241,102,0.929924242424242,0.978535353535353,2024-10-10
"95","LANL-CovTransformer",NA,0.467907475434815,NA,48,NA,NA,2024-10-10
"96","UGA-multicast",0.95189863078046,0.300075670725874,0.304349510689366,23,0.955985915492958,0.98943661971831,2024-10-10
"97","UMass-HMLR",1.35380249687626,0.320162353692778,0.340740122021939,99,0.924107142857143,0.98139880952381,2024-10-10
"98","CADPH-CATaLog",NA,0.398202408547381,NA,2,NA,NA,2024-10-11
"99","Hub-baseline",1.61975080414291,0.351556894380285,0.35188469536649,85,0.939836448598131,0.978971962616822,2024-10-11
"100","LANL-CovTransformer",NA,0.469062891378061,NA,43,NA,NA,2024-10-11
"101","UGA-multicast",1.54223330996806,0.357501926871904,0.360500270638358,22,0.958333333333333,0.986607142857143,2024-10-11
"102","UMass-HMLR",1.65645234633464,0.355541576707713,0.373885020546213,83,0.927309782608696,0.976902173913043,2024-10-11
"103","CADPH-CATaLog",NA,0.35756155296819,NA,2,NA,NA,2024-10-12
"104","Hub-baseline",1.22858053461132,0.369135038915632,0.36900456926756,64,0.960762331838565,0.984865470852018,2024-10-12
"105","LANL-CovTransformer",NA,0.459767333542625,NA,34,NA,NA,2024-10-12
"106","UGA-multicast",1.24177635559891,0.400243587648653,0.402514554010678,19,0.966397849462366,0.990591397849462,2024-10-12
"107","UMass-HMLR",1.16943675277355,0.357170853090396,0.370616090225068,61,0.955310880829015,0.990284974093264,2024-10-12
"108","CADPH-CATaLog",NA,0.335523314277509,NA,1,NA,NA,2024-10-13
"109","Hub-baseline",1.37540688390479,0.381749589473025,0.382619853443386,105,0.939622641509434,0.979245283018868,2024-10-13
"110","LANL-CovTransformer",NA,0.469665246688278,NA,63,NA,NA,2024-10-13
"111","UGA-multicast",0.987350240821658,0.40692380916463,0.410357403238802,42,0.963888888888889,0.983333333333333,2024-10-13
"112","UMass-HMLR",1.256111015578,0.376307871323646,0.387884177719951,101,0.939144736842105,0.979166666666667,2024-10-13
"113","CADPH-CATaLog",NA,0.379335286550058,NA,1,NA,NA,2024-10-14
"114","Hub-baseline",1.72239028671554,0.358704499085211,0.359012372395214,115,0.91597510373444,0.965767634854772,2024-10-14
"115","LANL-CovTransformer",NA,0.47017868217777,NA,63,NA,NA,2024-10-14
"116","UGA-multicast",1.00959654600282,0.350594151903276,0.353960487007689,36,0.96509009009009,0.992117117117117,2024-10-14
"117","UMass-HMLR",1.50985167637445,0.349832784662569,0.364421087386943,114,0.922794117647059,0.972426470588235,2024-10-14
"118","CADPH-CATaLog",NA,0.327810061226299,NA,1,NA,NA,2024-10-15
"119","Hub-baseline",1.49422842318816,0.358584954406357,0.358682663963581,133,0.910407725321888,0.957618025751073,2024-10-15
"120","LANL-CovTransformer",NA,0.468243491274493,NA,71,NA,NA,2024-10-15
"121","UGA-multicast",1.25163945769883,0.378015461497718,0.382683178953127,40,0.932038834951456,0.973300970873786,2024-10-15
"122","UMass-HMLR",1.38591557024789,0.344519876925453,0.362737686240169,129,0.899234693877551,0.967474489795918,2024-10-15
"123","CADPH-CATaLog",NA,0.332354974275966,NA,1,NA,NA,2024-10-16
"124","Hub-baseline",1.04335302700765,0.284979399118328,0.283500122788427,127,0.9425,0.9805,2024-10-16
"125","LANL-CovTransformer",NA,0.462263261819614,NA,73,NA,NA,2024-10-16
"126","UGA-multicast",0.733360569971888,0.266446991017953,0.27000972086771,46,0.967708333333333,0.994791666666667,2024-10-16
"127","UMass-HMLR",0.859093155213097,0.252480576291366,0.271735037282838,124,0.943075117370892,0.992957746478873,2024-10-16
"128","CADPH-CATaLog",NA,0.504536020358781,NA,1,NA,NA,2024-10-17
"129","Hub-baseline",1.12953576656017,0.357558299653977,0.358459929157335,144,0.927337398373984,0.967479674796748,2024-10-17
"130","LANL-CovTransformer",NA,0.469486799875895,NA,84,NA,NA,2024-10-17
"131","UGA-multicast",0.869557550160092,0.33284614875855,0.336798964791383,53,0.947198275862069,0.978448275862069,2024-10-17
"132","UMass-HMLR",1.04071451793528,0.34645286263199,0.362129996828924,140,0.917464114832536,0.973684210526316,2024-10-17
"133","CADPH-CATaLog",NA,0.389421380154787,NA,3,NA,NA,2024-10-18
"134","Hub-baseline",0.966697394128498,0.322743647451561,0.322131765163502,105,0.9550395256917,0.985671936758893,2024-10-18
"135","LANL-CovTransformer",NA,0.462746929585827,NA,59,NA,NA,2024-10-18
"136","UGA-multicast",0.803519029621915,0.304336455770112,0.307855748065164,36,0.969512195121951,0.994918699186992,2024-10-18
"137","UMass-HMLR",0.872693764295248,0.319526840124119,0.333877657313471,105,0.947916666666667,0.98900462962963,2024-10-18
"138","CADPH-CATaLog",NA,0.466253678030256,NA,3,NA,NA,2024-10-19
"139","Hub-baseline",1.11450427738152,0.354996451554859,0.355783929457954,91,0.956541218637993,0.987007168458781,2024-10-19
"140","LANL-CovTransformer",NA,0.463234704501183,NA,59,NA,NA,2024-10-19
"141","UGA-multicast",0.976131881800241,0.319796975420113,0.321779335918947,43,0.968959731543624,0.989093959731544,2024-10-19
"142","UMass-HMLR",1.07490564507627,0.331989652672337,0.341395686785019,90,0.956095041322314,0.982954545454545,2024-10-19
"143","CADPH-CATaLog",NA,0.371255198027293,NA,3,NA,NA,2024-10-20
"144","Hub-baseline",1.06271190095792,0.287361195699187,0.286049687063277,89,0.968992248062015,0.990094745908699,2024-10-20
"145","LANL-CovTransformer",NA,0.445462944468171,NA,71,NA,NA,2024-10-20
"146","UGA-multicast",0.848656171079645,0.282115848945097,0.284210683619765,53,0.978042659974906,0.991217063989962,2024-10-20
"147","UMass-HMLR",0.879017909849797,0.257541805623934,0.261015773693676,88,0.969928644240571,0.990316004077472,2024-10-20
"148","CADPH-CATaLog",NA,0.339711169619655,NA,3,NA,NA,2024-10-21
"149","Hub-baseline",1.22107568692207,0.354075637253839,0.353310029175347,124,0.922103213242454,0.97809152872444,2024-10-21
"150","LANL-CovTransformer",NA,0.460988588836843,NA,94,NA,NA,2024-10-21
"151","UGA-multicast",1.23981435950302,0.370970929889053,0.375595692467068,66,0.935897435897436,0.979638009049774,2024-10-21
"152","UMass-HMLR",1.3524404271169,0.368369942744874,0.371737188713703,122,0.906139315230224,0.970484061393152,2024-10-21
"153","CADPH-CATaLog",NA,0.405937357983749,NA,3,NA,NA,2024-10-22
"154","Hub-baseline",1.32985454024502,0.318430021756256,0.317050306591253,126,0.935377358490566,0.973584905660377,2024-10-22
"155","LANL-CovTransformer",NA,0.454969436191939,NA,98,NA,NA,2024-10-22
"156","UGA-multicast",1.17160907351029,0.288719931132149,0.292320100856316,70,0.947557471264368,0.984913793103448,2024-10-22
"157","UMass-HMLR",1.28267249212353,0.292751943912503,0.295219796585979,125,0.928409090909091,0.975,2024-10-22
"158","CADPH-CATaLog",NA,0.325105921614781,NA,3,NA,NA,2024-10-23
"159","Hub-baseline",1.15526525915388,0.313862954469221,0.312207163348461,125,0.942289498580889,0.978713339640492,2024-10-23
"160","LANL-CovTransformer",NA,0.453770106480278,NA,96,NA,NA,2024-10-23
"161","UGA-multicast",0.862977926640547,0.295503440455185,0.301249191390839,69,0.964646464646465,0.990620490620491,2024-10-23
"162","UMass-HMLR",0.967335291675087,0.297953575852834,0.300780798850544,123,0.942987457240593,0.985176738882554,2024-10-23
"163","CADPH-CATaLog",NA,0.398214075860277,NA,3,NA,NA,2024-10-24
"164","Hub-baseline",1.23849663433878,0.320459308876891,0.319032127022972,109,0.950184501845018,0.979704797047971,2024-10-24
"165","LANL-CovTransformer",NA,0.446482519351574,NA,83,NA,NA,2024-10-24
"166","UGA-multicast",1.07842503162602,0.279208247273167,0.284180648589937,61,0.959027777777778,0.988888888888889,2024-10-24
"167","UMass-HMLR",1.28059772375487,0.315288000903706,0.318988869740955,107,0.936946902654867,0.978429203539823,2024-10-24
"168","CADPH-CATaLog",NA,0.322486210370997,NA,4,NA,NA,2024-10-25
"169","Hub-baseline",1.12008262481161,0.325474419836654,0.325343868366457,97,0.955105633802817,0.986355633802817,2024-10-25
"170","LANL-CovTransformer",NA,0.449966699904221,NA,77,NA,NA,2024-10-25
"171","UGA-multicast",0.990899974862173,0.299828318905257,0.303228994719054,58,0.964378238341969,0.987694300518135,2024-10-25
"172","UMass-HMLR",1.0516113356056,0.308146045151184,0.312299795592945,95,0.944560669456067,0.982740585774059,2024-10-25
"173","CADPH-CATaLog",NA,0.253915544431018,NA,4,NA,NA,2024-10-26
"174","Hub-baseline",0.818507537835045,0.332607791313051,0.332653431876676,89,0.971643035863219,0.992493744787323,2024-10-26
"175","LANL-CovTransformer",NA,0.452861963149253,NA,72,NA,NA,2024-10-26
"176","UGA-multicast",0.765273916990797,0.335628257872682,0.339118754228245,57,0.970658682634731,0.991017964071856,2024-10-26
"177","UMass-HMLR",0.773748084629624,0.318787550268163,0.318661351445441,88,0.965652600588813,0.990186457311089,2024-10-26
"178","CADPH-CATaLog",NA,0.320311767907978,NA,3,NA,NA,2024-10-27
"179","Hub-baseline",1.195491220476,0.343100726934111,0.345562534696943,94,0.964856230031949,0.988817891373802,2024-10-27
"180","LANL-CovTransformer",NA,0.454847113494115,NA,94,NA,NA,2024-10-27
"181","UGA-multicast",1.11941805005631,0.367109965550537,0.371512423323255,75,0.967911877394636,0.984195402298851,2024-10-27
"182","UMass-HMLR",1.07873428525894,0.348095320806771,0.352423140882269,94,0.960747663551402,0.98411214953271,2024-10-27
"183","CADPH-CATaLog",NA,0.311718971240251,NA,3,NA,NA,2024-10-28
"184","Hub-baseline",1.31962290759189,0.322952400277801,0.325480263638784,127,0.935853865760408,0.984706881903144,2024-10-28
"185","LANL-CovTransformer",NA,0.440941792851307,NA,125,NA,NA,2024-10-28
"186","UGA-multicast",1.20061187483603,0.316946826270104,0.321297324293756,100,0.944272445820433,0.986068111455108,2024-10-28
"187","UMass-HMLR",1.18152235978602,0.307581412191601,0.308255799232542,125,0.92964824120603,0.989447236180905,2024-10-28
"188","CADPH-CATaLog",NA,0.262108869156582,NA,3,NA,NA,2024-10-29
"189","Hub-baseline",1.54764101371882,0.315942061856662,0.318591272414131,104,0.94839255499154,0.983925549915398,2024-10-29
"190","LANL-CovTransformer",NA,0.456293631909928,NA,104,NA,NA,2024-10-29
"191","UGA-multicast",1.59542997144061,0.319128687243605,0.323040298636749,81,0.948665297741273,0.982032854209446,2024-10-29
"192","UMass-HMLR",1.72240150378745,0.339088062223847,0.342312692350453,103,0.934,0.9755,2024-10-29
"193","CADPH-CATaLog",NA,0.326754960007831,NA,3,NA,NA,2024-10-30
"194","Hub-baseline",1.22796256981188,0.350845267885462,0.352034586661295,120,0.949667221297837,0.983361064891847,2024-10-30
"195","LANL-CovTransformer",NA,0.458423075466824,NA,120,NA,NA,2024-10-30
"196","UGA-multicast",1.10325249043441,0.364574684074167,0.368709058586884,95,0.948692152917505,0.982897384305835,2024-10-30
"197","UMass-HMLR",1.12825173636096,0.377083328465316,0.381550564303028,118,0.935294117647059,0.979411764705882,2024-10-30
"198","CADPH-CATaLog",NA,0.353931883673106,NA,3,NA,NA,2024-10-31
"199","Hub-baseline",1.07560022761509,0.340761345561819,0.344645816978326,100,0.960570469798658,0.989093959731544,2024-10-31
"200","LANL-CovTransformer",NA,0.458491196894979,NA,100,NA,NA,2024-10-31
"201","UGA-multicast",1.07155198425678,0.332090971926302,0.335262712542677,78,0.959349593495935,0.984756097560976,2024-10-31
"202","UMass-HMLR",1.10153044289176,0.331268838403564,0.336459914419944,99,0.946039603960396,0.985148514851485,2024-10-31
"203","CADPH-CATaLog",NA,0.357128482774679,NA,5,NA,NA,2024-11-01
"204","Hub-baseline",1.06143222689987,0.292193628951382,0.294287435256813,116,0.960547504025765,0.989935587761675,2024-11-01
"205","LANL-CovTransformer",NA,0.440792813331181,NA,116,NA,NA,2024-11-01
"206","UGA-multicast",1.03232546808884,0.267480115173433,0.271009959224209,93,0.961315280464217,0.984526112185687,2024-11-01
"207","UMass-HMLR",1.11837925624007,0.279864308577803,0.286225167799199,114,0.952830188679245,0.984433962264151,2024-11-01
"208","CADPH-CATaLog",NA,0.366437617260892,NA,5,NA,NA,2024-11-02
"209","Hub-baseline",1.02384498067932,0.307798618224289,0.309441847973313,69,0.974549725920125,0.993735317149569,2024-11-02
"210","LANL-CovTransformer",NA,0.424638464777822,NA,69,NA,NA,2024-11-02
"211","UGA-multicast",0.911363021290921,0.282624660265291,0.285057725331056,55,0.976145930776427,0.993451824134705,2024-11-02
"212","UMass-HMLR",0.979852459459701,0.291418250458952,0.295926152225519,68,0.968493150684931,0.992694063926941,2024-11-02
"213","CADPH-CATaLog",NA,0.348918926980269,NA,5,NA,NA,2024-11-03
"214","Hub-baseline",0.820676594069584,0.258296452884075,0.259553473911721,92,0.97626582278481,0.997231012658228,2024-11-03
"215","LANL-CovTransformer",NA,0.411489848123716,NA,92,NA,NA,2024-11-03
"216","UGA-multicast",0.855602812474913,0.227965449860134,0.232139130217844,92,0.974683544303797,0.992088607594937,2024-11-03
"217","UMass-HMLR",0.830672398413131,0.233371744058348,0.237903201711008,90,0.968929254302103,0.990917782026769,2024-11-03
"218","CADPH-CATaLog",NA,0.252538145757279,NA,5,NA,NA,2024-11-04
"219","Hub-baseline",1.35966300605753,0.315604723448399,0.318647541067546,136,0.936741767764298,0.984402079722704,2024-11-04
"220","LANL-CovTransformer",NA,0.451458979354605,NA,133,NA,NA,2024-11-04
"221","UGA-multicast",1.44323198966335,0.305254667565708,0.309929373905777,136,0.93630849220104,0.979202772963605,2024-11-04
"222","UMass-HMLR",1.36065349577399,0.304848526142407,0.312304901746285,130,0.932692307692308,0.983440170940171,2024-11-04
"223","CADPH-CATaLog",NA,0.265059245573236,NA,3,NA,NA,2024-11-05
"224","Hub-baseline",1.04329545255554,0.380793535593264,0.385738986743269,130,0.938573883161512,0.987542955326461,2024-11-05
"225","LANL-CovTransformer",NA,0.463586079518139,NA,127,NA,NA,2024-11-05
"226","UGA-multicast",1.15520851762684,0.421014750524204,0.427203776356901,130,0.94372852233677,0.974656357388316,2024-11-05
"227","UMass-HMLR",1.06079652086221,0.395062549874279,0.39989100510135,128,0.937632135306554,0.982029598308668,2024-11-05
"228","CADPH-CATaLog",NA,0.305079493787185,NA,5,NA,NA,2024-11-06
"229","Hub-baseline",1.26651075571914,0.301936759589854,0.305175913368029,114,0.946305841924399,0.987113402061856,2024-11-06
"230","LANL-CovTransformer",NA,0.447787699015753,NA,114,NA,NA,2024-11-06
"231","UGA-multicast",1.54902032526847,0.348083216273116,0.353039107081104,114,0.937714776632302,0.970360824742268,2024-11-06
"232","UMass-HMLR",1.40931633583176,0.315665658406211,0.319474415364903,110,0.933932346723044,0.973572938689218,2024-11-06
"233","CADPH-CATaLog",NA,0.36095485811438,NA,5,NA,NA,2024-11-07
"234","Hub-baseline",0.955451903946902,0.315829079764493,0.316082396690983,116,0.969051446945338,0.987540192926045,2024-11-07
"235","LANL-CovTransformer",NA,0.424357369301598,NA,113,NA,NA,2024-11-07
"236","UGA-multicast",0.98392332604947,0.335360793859445,0.340394406049026,116,0.965836012861736,0.984324758842444,2024-11-07
"237","UMass-HMLR",1.02666148250241,0.32870072859402,0.33272492042168,112,0.954191033138402,0.981481481481482,2024-11-07
"238","CADPH-CATaLog",NA,0.320857039468957,NA,6,NA,NA,2024-11-08
"239","Hub-baseline",0.909904190360553,0.357926772429296,0.360975874431756,102,0.96993410214168,0.989291598023064,2024-11-08
"240","LANL-CovTransformer",NA,0.46041895987865,NA,102,NA,NA,2024-11-08
"241","UGA-multicast",0.868918084583579,0.387249493075917,0.393605828584376,102,0.959637561779242,0.984349258649094,2024-11-08
"242","UMass-HMLR",0.978390433589448,0.382311639367711,0.389383242031131,101,0.950301204819277,0.980923694779116,2024-11-08
"243","CADPH-CATaLog",NA,0.402604240532403,NA,5,NA,NA,2024-11-09
"244","Hub-baseline",1.0961797204243,0.340725774201652,0.344146668768596,42,0.982038123167155,0.993401759530792,2024-11-09
"245","LANL-CovTransformer",NA,0.402754873131661,NA,42,NA,NA,2024-11-09
"246","UGA-multicast",1.12297936800723,0.337064655088111,0.339533770817026,42,0.977639296187683,0.993035190615836,2024-11-09
"247","UMass-HMLR",1.13385658116651,0.335151421026802,0.338096038067671,42,0.971204188481675,0.992146596858639,2024-11-09
"248","CADPH-CATaLog",NA,0.413486801904758,NA,6,NA,NA,2024-11-10
"249","Hub-baseline",1.15041170813279,0.335609893079566,0.33777433763666,83,0.965675057208238,0.990083905415713,2024-11-10
"250","LANL-CovTransformer",NA,0.418265260637187,NA,83,NA,NA,2024-11-10
"251","UGA-multicast",1.09188855945854,0.321668426638159,0.326053006204008,83,0.963768115942029,0.986270022883295,2024-11-10
"252","UMass-HMLR",1.11193412150508,0.335271550323831,0.341911649200857,83,0.95722919572292,0.98558809855881,2024-11-10
"253","CADPH-CATaLog",NA,0.383751883646612,NA,6,NA,NA,2024-11-11
"254","Hub-baseline",1.13385618495892,0.379741449678757,0.381621363438881,98,0.952746365105008,0.986672051696284,2024-11-11
"255","LANL-CovTransformer",NA,0.434549756318343,NA,94,NA,NA,2024-11-11
"256","UGA-multicast",1.30751985260167,0.401544025005307,0.407057893237456,98,0.945476575121163,0.984652665589661,2024-11-11
