"model_id","location","Energy Score","Brier Score Point","Brier Score Dist","Interval Coverage 50","Interval Coverage 90","n"
"UMass-PyHMLR","HI",NA,NA,NA,1,1,0
"UMass-PyHMLR","IA",0.0745600660345647,0.0259558352155398,0.0317915995123413,1,1,64
"UMass-PyHMLR","ID",NA,NA,NA,1,1,0
"UMass-PyHMLR","IL",0.682148459040111,0.0889394583618894,0.0915453299599817,0.662650602409639,0.789156626506024,313
"UMass-PyHMLR","IN",0.0257973625078503,0.0168055361679517,0.0251395105778257,1,1,3
"UMass-PyHMLR","KS",NA,NA,NA,1,1,0
"UMass-PyHMLR","KY",NA,NA,NA,1,1,0
"UMass-PyHMLR","LA",1.08457340230408,0.771193436842724,0.785917348520742,0.989417989417989,0.992063492063492,4
"UMass-PyHMLR","MA",0.723047735039845,0.156585220178268,0.170374979910559,0.727513227513228,0.891534391534392,235
"UMass-PyHMLR","MD",1.01839616768083,0.213348078794329,0.215338074904946,0.628975265017668,0.798586572438163,231
"UMass-PyHMLR","ME",NA,NA,NA,1,1,0
"UMass-PyHMLR","MI",0.587552102165585,0.245430561288965,0.263614095609382,0.811111111111111,0.911111111111111,157
"UMass-PyHMLR","MN",2.68394556095416,0.218128954196949,0.219407983713614,0.11913357400722,0.184115523465704,277
"UMass-PyHMLR","MO",0.443663053072239,0.253447740329591,0.26568781793494,0.920634920634921,0.944444444444444,104
"UMass-PyHMLR","MS",0.0426845856328488,0.0262606708064875,0.0473650326721509,1,1,2
"UMass-PyHMLR","MT",NA,NA,NA,1,1,0
"UMass-PyHMLR","NC",0.252067384778665,0.17207160741965,0.185574268293817,0.986772486772487,0.997354497354497,30
"UMass-PyHMLR","ND",0.45678588167787,0.277522097418484,0.30132592443397,0.962962962962963,0.986772486772487,40
"UMass-PyHMLR","NE",0.949615811686462,0.671539368677937,0.707119277528152,0.992063492063492,1,3
"UMass-PyHMLR","NH",0.545795908203429,0.245322359182141,0.24871689731932,0.952380952380952,0.962962962962963,60
"UMass-PyHMLR","NJ",0.282146500420794,0.0918433008050144,0.106764087452216,0.916666666666667,0.971264367816092,239
"UMass-PyHMLR","NM",1.00328903615675,0.260064197158281,0.290920375112441,0.608465608465608,0.753968253968254,245
"UMass-PyHMLR","NV",NA,NA,NA,1,1,0
"UMass-PyHMLR","NY",0.635013148975563,0.285142744160004,0.301859876677298,0.909365558912387,0.963746223564955,72
"UMass-PyHMLR","OH",1.10459445552941,0.789500868282477,0.788666433529022,0.984126984126984,0.997354497354497,6
"UMass-PyHMLR","OK",0.0548325977758776,0.0369946116511419,0.0570586282660461,1,1,17
"UMass-PyHMLR","OR",0.399861118140411,0.177788934237229,0.182981226729477,0.826210826210826,0.94017094017094,194
"UMass-PyHMLR","PA",0.438582377374236,0.205769656628428,0.212007062850015,0.902116402116402,0.997354497354497,94
"UMass-PyHMLR","PR",0.480781045935265,0.297480976955564,0.30458545100122,0.926027397260274,0.934246575342466,75
"UMass-PyHMLR","RI",0.360511056561574,0.121979600495473,0.129786857101111,0.896825396825397,0.965608465608466,164
"UMass-PyHMLR","SC",0.081074867058298,0.0572814508200551,0.0798404768520127,1,1,6
"UMass-PyHMLR","SD",0.570123952667851,0.210655063147094,0.214169874934952,0.836512261580381,0.85558583106267,157
"UMass-PyHMLR","TN",0.233477514265502,0.0902843244958755,0.103003061919617,0.957671957671958,0.984126984126984,113
"UMass-PyHMLR","TX",0.356777005550729,0.218673548528676,0.226652706413949,0.955026455026455,0.976190476190476,58
"UMass-PyHMLR","UT",0.377439920797259,0.140008997471907,0.153137025271345,0.798941798941799,0.880952380952381,313
"UMass-PyHMLR","VA",0.216669825003645,0.136644727775666,0.145529422056989,0.985875706214689,0.988700564971751,37
"UMass-PyHMLR","VT",0.775199535626238,0.312495565153378,0.321952703540064,0.765333333333333,0.928,200
"UMass-PyHMLR","WA",0.569830275928891,0.401300709871537,0.41377562794992,0.943502824858757,0.983050847457627,47
"UMass-PyHMLR","WI",NA,NA,NA,1,1,0
"UMass-PyHMLR","WV",NA,NA,NA,1,1,0
"UMass-PyHMLR","WY",NA,NA,NA,1,1,0
"blab-gisaid_hier_mlr","AZ",0.668752232370372,0.127284008561179,0.128857085296021,0.78804347826087,0.923913043478261,145
"blab-gisaid_hier_mlr","CA",5.0187352037933,0.266357797414903,0.267312374279673,0.274952919020716,0.563088512241055,531
"blab-gisaid_hier_mlr","CO",1.59017595976759,0.217336019103219,0.220786019932394,0.313075506445672,0.688766114180479,542
"blab-gisaid_hier_mlr","CT",0.645190409964068,0.250379097987169,0.26558738046937,0.830845771144279,0.935323383084577,162
"blab-gisaid_hier_mlr","HI",NA,NA,NA,1,1,0
"blab-gisaid_hier_mlr","IL",0.622452307280982,0.182162398353019,0.187591142341629,0.687615526802218,0.918669131238447,480
"blab-gisaid_hier_mlr","MA",0.132373600317701,0.0936054206225631,0.098792116524922,0.990757855822551,0.994454713493531,44
"blab-gisaid_hier_mlr","MD",0.623045850870574,0.110351059209205,0.111605075142855,0.723618090452261,0.92713567839196,366
"blab-gisaid_hier_mlr","MI",0.812108291508161,0.372668950608552,0.401409571913313,0.702380952380952,0.892857142857143,42
"blab-gisaid_hier_mlr","MN",1.39797713307325,0.237052597966667,0.246392257706397,0.439140811455847,0.847255369928401,406
"blab-gisaid_hier_mlr","NE",0.00774375261898527,0.00577770169559436,0.00625782984321125,1,1,4
"blab-gisaid_hier_mlr","NJ",0.621563466582051,0.149760255651621,0.151710570683883,0.719202898550725,0.884057971014493,480
"blab-gisaid_hier_mlr","NV",NA,NA,NA,1,1,0
"blab-gisaid_hier_mlr","NY",0.850807816979928,0.193635636404885,0.194182359509836,0.748031496062992,0.885826771653543,293
"blab-gisaid_hier_mlr","OR",0.789869051833792,0.187694060778389,0.1892296489774,0.651685393258427,0.943820224719101,165
"blab-gisaid_hier_mlr","PR",1.24875572882458,0.289083485231368,0.292668376549486,0.571150097465887,0.805068226120858,374
"blab-gisaid_hier_mlr","TX",0.329433072780798,0.17002140014024,0.182630769097339,0.998299319727891,0.998299319727891,32
"blab-gisaid_hier_mlr","UT",0.527755083561177,0.160807331386253,0.161337934544379,0.946107784431138,0.976047904191617,43
"blab-gisaid_hier_mlr","VA",0.83914053010055,0.281674067095098,0.285810433417332,0.782229965156794,0.897212543554007,246
"blab-gisaid_hier_mlr","WA",0.64071508782148,0.229575726872068,0.233483318001648,0.861189801699717,0.946175637393768,150
"blab-gisaid_hier_mlr","WI",0.215918306861726,0.0925761610913245,0.0994729537618567,0.988095238095238,0.988095238095238,12
"blab-open_hier_mlr","AZ",0.297879091378367,0.0967656416977681,0.0986566309494316,0.850299401197605,0.932135728542914,362
"blab-open_hier_mlr","CA",0.992370107628695,0.174997883512143,0.175345035477555,0.442307692307692,0.760683760683761,465
"blab-open_hier_mlr","CO",1.47375091076737,0.185823007266374,0.186621990895827,0.307385229540918,0.660678642714571,487
"blab-open_hier_mlr","CT",0.26330646473441,0.0930505870632625,0.0954285372559967,0.867469879518072,0.939759036144578,241
"blab-open_hier_mlr","IL",0.541934471775998,0.0945102510740822,0.0958107874576264,0.752100840336134,0.909663865546218,433
"blab-open_hier_mlr","MD",0.943619914324909,0.187126259163887,0.187910529131698,0.588636363636364,0.8,372
"blab-open_hier_mlr","MN",1.29422056827818,0.194721256991474,0.195518004497421,0.485714285714286,0.869047619047619,420
"blab-open_hier_mlr","NJ",0.240319220196444,0.110521657897994,0.111401281157858,0.887671232876712,0.958904109589041,213
"blab-open_hier_mlr","NY",0.327010088738602,0.227290823186233,0.228093788306826,0.941176470588235,0.941176470588235,8
"blab-open_hier_mlr","OR",0.52232471882976,0.196038799864846,0.198541556150208,0.773809523809524,0.932539682539683,304
"blab-open_hier_mlr","PR",0.48720057874562,0.28488626636962,0.288738848332073,0.901898734177215,0.962025316455696,80
"blab-open_hier_mlr","UT",0.205027953184103,0.0558671509217966,0.0569210642793142,0.828571428571429,0.947619047619048,35
